customer_id,name,email,city,registration_date,days_since_registration,customer_segment,total_orders,total_spent,avg_order_value,max_order_value,first_order_date,last_order_date,suspicious_orders,clv_score,value_segment
306,Customer 306,customer306@email.com,Bandung,2023-11-02,618,Veteran,4.0,802.7,200.68,497.76,2024-02-14 15:00:00,2024-04-25 22:00:00,1.0,513.69,High Value
307,Customer 307,customer307@email.com,Bandung,2023-11-03,617,Veteran,3.0,950.63,316.88,399.13,2024-04-17 20:00:00,2024-06-24 00:00:00,0.0,611.07,High Value
308,Customer 308,customer308@email.com,Yogyakarta,2023-11-04,616,Veteran,3.0,912.08,304.03,388.35,2024-02-16 04:00:00,2024-05-22 23:00:00,0.0,586.65,High Value
309,Customer 309,customer309@email.com,Jakarta,2023-11-05,615,Veteran,4.0,1430.29,357.57,413.04,2024-01-01 21:00:00,2024-04-17 17:00:00,1.0,905.93,VIP
310,Customer 310,customer310@email.com,Yogyakarta,2023-11-06,614,Veteran,3.0,1037.13,345.71,462.1,2024-03-19 15:00:00,2024-04-13 20:00:00,1.0,665.85,VIP
311,Customer 311,customer311@email.com,Surabaya,2023-11-07,613,Veteran,5.0,1284.53,256.91,483.81,2024-03-26 02:00:00,2024-07-10 17:00:00,1.0,811.41,VIP
312,Customer 312,customer312@email.com,Jakarta,2023-11-08,612,Veteran,4.0,1144.08,286.02,419.83,2024-02-21 03:00:00,2024-05-04 23:00:00,1.0,727.05,VIP
313,Customer 313,customer313@email.com,Bandung,2023-11-09,611,Veteran,6.0,1102.53,183.76,366.31,2024-03-07 15:00:00,2024-06-26 02:00:00,0.0,697.89,VIP
314,Customer 314,customer314@email.com,Surabaya,2023-11-10,610,Veteran,7.0,2148.99,307.0,484.53,2024-01-02 09:00:00,2024-06-24 03:00:00,2.0,1341.09,VIP
315,Customer 315,customer315@email.com,Yogyakarta,2023-11-11,609,Veteran,1.0,207.57,207.57,207.57,2024-02-23 17:00:00,2024-02-23 17:00:00,0.0,148.3,Medium Value
316,Customer 316,customer316@email.com,Surabaya,2023-11-12,608,Veteran,4.0,1143.58,285.9,493.23,2024-01-03 19:00:00,2024-05-15 02:00:00,2.0,726.74,VIP
317,Customer 317,customer317@email.com,Surabaya,2023-11-13,607,Veteran,1.0,138.58,138.58,138.58,2024-04-15 08:00:00,2024-04-15 08:00:00,0.0,100.01,Medium Value
318,Customer 318,customer318@email.com,Surabaya,2023-11-14,606,Veteran,10.0,2506.48,250.65,456.56,2024-01-11 12:00:00,2024-07-05 17:00:00,4.0,1558.95,VIP
319,Customer 319,customer319@email.com,Bandung,2023-11-15,605,Veteran,3.0,1320.59,440.2,490.2,2024-02-27 15:00:00,2024-06-06 10:00:00,2.0,845.37,VIP
320,Customer 320,customer320@email.com,Bandung,2023-11-16,604,Veteran,8.0,1632.44,204.06,404.77,2024-02-23 13:00:00,2024-07-23 09:00:00,1.0,1023.87,VIP
321,Customer 321,customer321@email.com,Medan,2023-11-17,603,Veteran,3.0,1156.57,385.52,438.62,2024-01-23 11:00:00,2024-05-13 03:00:00,2.0,741.49,VIP
322,Customer 322,customer322@email.com,Surabaya,2023-11-18,602,Veteran,2.0,372.76,186.38,270.33,2024-02-25 02:00:00,2024-07-26 19:00:00,0.0,248.29,Medium Value
323,Customer 323,customer323@email.com,Jakarta,2023-11-19,601,Veteran,5.0,1724.45,344.89,499.46,2024-01-21 13:00:00,2024-07-22 14:00:00,2.0,1084.16,VIP
324,Customer 324,customer324@email.com,Surabaya,2023-11-20,600,Veteran,8.0,1802.04,225.26,426.06,2024-03-04 03:00:00,2024-07-08 08:00:00,1.0,1127.75,VIP
325,Customer 325,customer325@email.com,Surabaya,2023-11-21,599,Veteran,3.0,902.56,300.85,428.16,2024-01-29 10:00:00,2024-07-14 01:00:00,2.0,580.62,High Value
326,Customer 326,customer326@email.com,Medan,2023-11-22,598,Veteran,4.0,569.09,142.27,237.35,2024-01-14 13:00:00,2024-05-02 12:00:00,0.0,367.68,High Value
327,Customer 327,customer327@email.com,Bandung,2023-11-23,597,Veteran,5.0,927.22,185.44,406.86,2024-02-06 00:00:00,2024-07-24 06:00:00,1.0,589.88,High Value
328,Customer 328,customer328@email.com,Bandung,2023-11-24,596,Veteran,3.0,1068.34,356.11,403.48,2024-03-12 16:00:00,2024-05-01 15:00:00,1.0,685.61,VIP
329,Customer 329,customer329@email.com,Yogyakarta,2023-11-25,595,Veteran,5.0,765.44,153.09,276.96,2024-02-27 17:00:00,2024-07-22 01:00:00,0.0,489.57,High Value
330,Customer 330,customer330@email.com,Yogyakarta,2023-11-26,594,Veteran,5.0,1480.67,296.13,491.54,2024-02-09 12:00:00,2024-03-29 18:00:00,1.0,933.02,VIP
331,Customer 331,customer331@email.com,Surabaya,2023-11-27,593,Veteran,3.0,675.58,225.19,445.44,2024-01-01 12:00:00,2024-04-30 02:00:00,1.0,436.87,High Value
332,Customer 332,customer332@email.com,Medan,2023-11-28,592,Veteran,5.0,1799.77,359.95,477.31,2024-04-01 01:00:00,2024-07-08 22:00:00,3.0,1130.86,VIP
333,Customer 333,customer333@email.com,Jakarta,2023-11-29,591,Veteran,1.0,291.25,291.25,291.25,2024-07-06 19:00:00,2024-07-06 19:00:00,0.0,206.88,Medium Value
334,Customer 334,customer334@email.com,Surabaya,2023-11-30,590,Veteran,5.0,1341.58,268.32,487.16,2024-02-28 09:00:00,2024-06-29 19:00:00,2.0,846.78,VIP
335,Customer 335,customer335@email.com,Jakarta,2023-12-01,589,Veteran,5.0,1689.33,337.87,474.37,2024-02-15 23:00:00,2024-04-20 01:00:00,1.0,1062.38,VIP
336,Customer 336,customer336@email.com,Bandung,2023-12-02,588,Veteran,6.0,390.72,65.12,103.16,2024-01-29 14:00:00,2024-06-05 17:00:00,0.0,258.94,Medium Value
337,Customer 337,customer337@email.com,Yogyakarta,2023-12-03,587,Veteran,3.0,637.78,212.59,452.18,2024-02-20 02:00:00,2024-07-22 06:00:00,1.0,412.93,High Value
338,Customer 338,customer338@email.com,Jakarta,2023-12-04,586,Veteran,6.0,2092.37,348.73,436.31,2024-01-05 22:00:00,2024-06-24 02:00:00,2.0,1308.29,VIP
339,Customer 339,customer339@email.com,Surabaya,2023-12-05,585,Veteran,2.0,866.61,433.3,446.42,2024-02-05 15:00:00,2024-03-22 09:00:00,2.0,569.3,High Value
340,Customer 340,customer340@email.com,Yogyakarta,2023-12-06,584,Veteran,3.0,445.97,148.66,325.63,2024-01-04 02:00:00,2024-03-27 10:00:00,0.0,291.45,Medium Value
341,Customer 341,customer341@email.com,Medan,2023-12-07,583,Veteran,5.0,1208.06,241.61,399.07,2024-01-28 12:00:00,2024-07-17 13:00:00,0.0,764.0,VIP
342,Customer 342,customer342@email.com,Yogyakarta,2023-12-08,582,Veteran,8.0,2254.8,281.85,473.4,2024-01-24 12:00:00,2024-06-11 07:00:00,2.0,1405.06,VIP
343,Customer 343,customer343@email.com,Bandung,2023-12-09,581,Veteran,4.0,968.8,242.2,478.43,2024-05-02 11:00:00,2024-07-17 03:00:00,1.0,617.5,High Value
344,Customer 344,customer344@email.com,Jakarta,2023-12-10,580,Veteran,9.0,2073.1,230.34,405.51,2024-01-01 23:00:00,2024-07-14 18:00:00,1.0,1293.89,VIP
345,Customer 345,customer345@email.com,Jakarta,2023-12-11,579,Veteran,5.0,1484.74,296.95,460.82,2024-04-03 13:00:00,2024-05-31 09:00:00,1.0,935.54,VIP
346,Customer 346,customer346@email.com,Medan,2023-12-12,578,Veteran,7.0,1725.45,246.49,448.83,2024-01-03 23:00:00,2024-03-06 19:00:00,2.0,1080.92,VIP
347,Customer 347,customer347@email.com,Bandung,2023-12-13,577,Veteran,2.0,531.94,265.97,456.67,2024-03-08 07:00:00,2024-07-03 12:00:00,1.0,351.76,High Value
348,Customer 348,customer348@email.com,Jakarta,2023-12-14,576,Veteran,6.0,1723.33,287.22,484.2,2024-01-10 17:00:00,2024-07-03 00:00:00,2.0,1080.72,VIP
349,Customer 349,customer349@email.com,Medan,2023-12-15,575,Veteran,9.0,2173.65,241.52,465.9,2024-01-14 15:00:00,2024-07-23 02:00:00,1.0,1355.34,VIP
350,Customer 350,customer350@email.com,Medan,2023-12-16,574,Veteran,8.0,2013.15,251.64,427.75,2024-01-25 09:00:00,2024-07-10 08:00:00,1.0,1257.05,VIP
351,Customer 351,customer351@email.com,Bandung,2023-12-17,573,Veteran,2.0,240.19,120.1,177.07,2024-05-04 15:00:00,2024-05-28 21:00:00,0.0,162.12,Medium Value
352,Customer 352,customer352@email.com,Bandung,2023-12-18,572,Veteran,3.0,726.36,242.12,492.48,2024-04-18 04:00:00,2024-05-27 01:00:00,1.0,469.03,High Value
353,Customer 353,customer353@email.com,Bandung,2023-12-19,571,Veteran,6.0,1434.54,239.09,457.48,2024-04-03 05:00:00,2024-06-22 01:00:00,2.0,902.63,VIP
354,Customer 354,customer354@email.com,Bandung,2023-12-20,570,Veteran,5.0,877.29,175.46,399.83,2024-01-23 21:00:00,2024-07-17 07:00:00,0.0,558.92,High Value
355,Customer 355,customer355@email.com,Jakarta,2023-12-21,569,Veteran,1.0,68.44,68.44,68.44,2024-07-25 18:00:00,2024-07-25 18:00:00,0.0,50.91,Low Value
356,Customer 356,customer356@email.com,Bandung,2023-12-22,568,Veteran,6.0,1363.01,227.17,411.62,2024-03-05 19:00:00,2024-06-10 00:00:00,1.0,858.52,VIP
357,Customer 357,customer357@email.com,Medan,2023-12-23,567,Veteran,3.0,246.4,82.13,124.76,2024-01-28 18:00:00,2024-07-10 21:00:00,0.0,165.05,Medium Value
358,Customer 358,customer358@email.com,Jakarta,2023-12-24,566,Veteran,5.0,907.68,181.54,318.99,2024-02-09 16:00:00,2024-07-26 17:00:00,0.0,577.76,High Value
359,Customer 359,customer359@email.com,Medan,2023-12-25,565,Veteran,6.0,1707.22,284.54,472.58,2024-01-11 07:00:00,2024-07-17 19:00:00,2.0,1070.79,VIP
360,Customer 360,customer360@email.com,Bandung,2023-12-26,564,Veteran,6.0,1709.66,284.94,468.39,2024-02-18 01:00:00,2024-07-12 10:00:00,1.0,1072.29,VIP
361,Customer 361,customer361@email.com,Jakarta,2023-12-27,563,Veteran,6.0,868.34,144.72,314.54,2024-02-07 07:00:00,2024-07-03 14:00:00,0.0,553.48,High Value
362,Customer 362,customer362@email.com,Surabaya,2023-12-28,562,Veteran,3.0,560.18,186.73,276.62,2024-05-05 15:00:00,2024-07-04 08:00:00,0.0,363.78,High Value
363,Customer 363,customer363@email.com,Jakarta,2023-12-29,561,Veteran,7.0,1897.82,271.12,491.95,2024-02-21 10:00:00,2024-07-15 03:00:00,2.0,1186.8,VIP
364,Customer 364,customer364@email.com,Yogyakarta,2023-12-30,560,Veteran,8.0,2215.51,276.94,465.41,2024-03-15 14:00:00,2024-07-11 23:00:00,3.0,1381.0,VIP
365,Customer 365,customer365@email.com,Medan,2023-12-31,559,Veteran,8.0,1827.78,228.47,316.46,2024-01-19 09:00:00,2024-07-21 21:00:00,0.0,1143.51,VIP
366,Customer 366,customer366@email.com,Surabaya,2024-01-01,558,Veteran,4.0,1041.29,260.32,485.21,2024-03-29 17:00:00,2024-06-20 19:00:00,1.0,662.81,VIP
367,Customer 367,customer367@email.com,Yogyakarta,2024-01-02,557,Veteran,4.0,1110.66,277.67,481.41,2024-01-04 04:00:00,2024-06-01 19:00:00,1.0,706.16,VIP
368,Customer 368,customer368@email.com,Yogyakarta,2024-01-03,556,Veteran,1.0,97.47,97.47,97.47,2024-05-27 08:00:00,2024-05-27 08:00:00,0.0,71.23,Low Value
369,Customer 369,customer369@email.com,Medan,2024-01-04,555,Veteran,4.0,1351.98,338.0,455.03,2024-02-01 23:00:00,2024-07-16 05:00:00,2.0,856.99,VIP
370,Customer 370,customer370@email.com,Surabaya,2024-01-05,554,Veteran,4.0,800.95,200.24,385.63,2024-01-25 17:00:00,2024-07-24 01:00:00,0.0,512.59,High Value
371,Customer 371,customer371@email.com,Jakarta,2024-01-06,553,Veteran,5.0,1323.86,264.77,479.24,2024-03-07 05:00:00,2024-06-14 01:00:00,1.0,835.79,VIP
372,Customer 372,customer372@email.com,Jakarta,2024-01-07,552,Veteran,2.0,540.98,270.49,285.95,2024-03-24 09:00:00,2024-06-22 14:00:00,0.0,357.64,High Value
373,Customer 373,customer373@email.com,Surabaya,2024-01-08,551,Veteran,5.0,1508.41,301.68,439.79,2024-01-01 15:00:00,2024-05-03 16:00:00,2.0,950.21,VIP
374,Customer 374,customer374@email.com,Surabaya,2024-01-09,550,Veteran,6.0,1796.65,299.44,494.83,2024-01-11 21:00:00,2024-05-28 17:00:00,2.0,1125.93,VIP
375,Customer 375,customer375@email.com,Jakarta,2024-01-10,549,Veteran,6.0,1588.85,264.81,393.07,2024-01-19 03:00:00,2024-07-26 12:00:00,0.0,997.79,VIP
376,Customer 376,customer376@email.com,Yogyakarta,2024-01-11,548,Veteran,7.0,1572.26,224.61,414.93,2024-01-31 23:00:00,2024-07-14 17:00:00,1.0,986.82,VIP
377,Customer 377,customer377@email.com,Jakarta,2024-01-12,547,Veteran,6.0,1766.72,294.45,435.18,2024-01-10 23:00:00,2024-07-09 19:00:00,1.0,1107.48,VIP
378,Customer 378,customer378@email.com,Bandung,2024-01-13,546,Veteran,6.0,1379.55,229.92,428.73,2024-03-06 05:00:00,2024-07-08 23:00:00,1.0,868.72,VIP
379,Customer 379,customer379@email.com,Medan,2024-01-14,545,Veteran,4.0,1565.79,391.45,487.36,2024-01-07 04:00:00,2024-07-17 02:00:00,2.0,990.62,VIP
380,Customer 380,customer380@email.com,Yogyakarta,2024-01-15,544,Veteran,8.0,2349.75,293.72,477.74,2024-01-06 06:00:00,2024-07-26 15:00:00,2.0,1463.22,VIP
381,Customer 381,customer381@email.com,Bandung,2024-01-16,543,Veteran,8.0,1449.02,181.13,491.44,2024-03-14 06:00:00,2024-06-17 13:00:00,1.0,911.52,VIP
382,Customer 382,customer382@email.com,Surabaya,2024-01-17,542,Veteran,6.0,1372.46,228.74,481.16,2024-04-09 03:00:00,2024-07-05 21:00:00,2.0,864.35,VIP
383,Customer 383,customer383@email.com,Jakarta,2024-01-18,541,Veteran,3.0,477.51,159.17,294.98,2024-04-16 06:00:00,2024-07-17 15:00:00,0.0,311.42,Medium Value
384,Customer 384,customer384@email.com,Jakarta,2024-01-19,540,Veteran,4.0,988.93,247.23,495.24,2024-02-03 05:00:00,2024-07-25 12:00:00,1.0,630.08,High Value
385,Customer 385,customer385@email.com,Medan,2024-01-20,539,Veteran,6.0,1242.04,207.01,475.15,2024-01-10 22:00:00,2024-07-17 22:00:00,1.0,783.92,VIP
386,Customer 386,customer386@email.com,Medan,2024-01-21,538,Veteran,9.0,1979.73,219.97,465.78,2024-01-02 03:00:00,2024-06-19 19:00:00,2.0,1236.84,VIP
387,Customer 387,customer387@email.com,Jakarta,2024-01-22,537,Veteran,6.0,2049.17,341.53,449.72,2024-01-12 12:00:00,2024-07-10 06:00:00,2.0,1281.66,VIP
388,Customer 388,customer388@email.com,Surabaya,2024-01-23,536,Veteran,3.0,608.85,202.95,359.39,2024-01-03 17:00:00,2024-07-14 11:00:00,0.0,394.6,High Value
389,Customer 389,customer389@email.com,Surabaya,2024-01-24,535,Veteran,2.0,441.17,220.58,355.47,2024-02-14 20:00:00,2024-03-27 11:00:00,0.0,292.76,Medium Value
390,Customer 390,customer390@email.com,Bandung,2024-01-25,534,Veteran,4.0,798.81,199.7,309.08,2024-01-04 19:00:00,2024-05-18 12:00:00,0.0,511.26,High Value
391,Customer 391,customer391@email.com,Yogyakarta,2024-01-26,533,Veteran,5.0,869.57,173.91,398.97,2024-03-02 04:00:00,2024-06-16 18:00:00,0.0,554.13,High Value
392,Customer 392,customer392@email.com,Medan,2024-01-27,532,Veteran,6.0,1323.71,220.62,458.03,2024-01-07 00:00:00,2024-07-14 02:00:00,1.0,834.29,VIP
393,Customer 393,customer393@email.com,Bandung,2024-01-28,531,Veteran,7.0,1778.01,254.0,464.9,2024-01-08 18:00:00,2024-06-26 11:00:00,1.0,1113.21,VIP
394,Customer 394,customer394@email.com,Surabaya,2024-01-29,530,Veteran,3.0,1190.12,396.71,413.58,2024-02-01 05:00:00,2024-04-04 06:00:00,2.0,762.74,VIP
395,Customer 395,customer395@email.com,Bandung,2024-01-30,529,Veteran,7.0,1688.85,241.26,493.58,2024-04-01 08:00:00,2024-07-19 20:00:00,2.0,1058.44,VIP
396,Customer 396,customer396@email.com,Bandung,2024-01-31,528,Veteran,4.0,1295.61,323.9,391.23,2024-02-02 19:00:00,2024-03-14 23:00:00,0.0,821.76,VIP
397,Customer 397,customer397@email.com,Bandung,2024-02-01,527,Veteran,8.0,2701.06,337.63,460.41,2024-01-30 19:00:00,2024-07-06 13:00:00,3.0,1678.4,VIP
398,Customer 398,customer398@email.com,Bandung,2024-02-02,526,Veteran,4.0,927.89,231.97,449.98,2024-01-08 15:00:00,2024-06-28 23:00:00,1.0,591.93,High Value
399,Customer 399,customer399@email.com,Yogyakarta,2024-02-03,525,Veteran,7.0,1775.66,253.67,416.07,2024-03-28 06:00:00,2024-07-21 02:00:00,2.0,1111.76,VIP
400,Customer 400,customer400@email.com,Jakarta,2024-02-04,524,Veteran,5.0,1706.05,341.21,447.31,2024-01-23 14:00:00,2024-06-11 17:00:00,2.0,1072.75,VIP
401,Customer 401,customer401@email.com,Jakarta,2024-02-05,523,Veteran,10.0,1913.9,191.39,387.03,2024-01-13 20:00:00,2024-06-26 09:00:00,0.0,1197.48,VIP
402,Customer 402,customer402@email.com,Jakarta,2024-02-06,522,Veteran,5.0,1112.09,222.42,381.44,2024-01-05 02:00:00,2024-05-29 08:00:00,0.0,704.5,VIP
403,Customer 403,customer403@email.com,Bandung,2024-02-07,521,Veteran,3.0,820.07,273.36,475.72,2024-01-13 05:00:00,2024-02-18 15:00:00,1.0,528.38,High Value
404,Customer 404,customer404@email.com,Yogyakarta,2024-02-08,520,Veteran,3.0,700.12,233.37,351.63,2024-01-16 22:00:00,2024-07-05 08:00:00,0.0,452.41,High Value
405,Customer 405,customer405@email.com,Bandung,2024-02-09,519,Veteran,7.0,2028.46,289.78,427.25,2024-02-12 18:00:00,2024-06-04 23:00:00,2.0,1267.05,VIP
406,Customer 406,customer406@email.com,Surabaya,2024-02-10,518,Veteran,6.0,1622.7,270.45,498.3,2024-03-19 21:00:00,2024-07-03 03:00:00,2.0,1018.66,VIP
407,Customer 407,customer407@email.com,Yogyakarta,2024-02-11,517,Veteran,8.0,2353.68,294.21,484.33,2024-01-07 18:00:00,2024-07-21 01:00:00,4.0,1465.63,VIP
408,Customer 408,customer408@email.com,Medan,2024-02-12,516,Veteran,5.0,1049.87,209.97,392.24,2024-01-23 02:00:00,2024-07-11 05:00:00,0.0,665.92,VIP
409,Customer 409,customer409@email.com,Yogyakarta,2024-02-13,515,Veteran,1.0,403.38,403.38,403.38,2024-02-07 18:00:00,2024-02-07 18:00:00,1.0,285.37,Medium Value
410,Customer 410,customer410@email.com,Yogyakarta,2024-02-14,514,Veteran,3.0,835.38,278.46,366.9,2024-02-26 03:00:00,2024-04-16 15:00:00,0.0,538.07,High Value
411,Customer 411,customer411@email.com,Surabaya,2024-02-15,513,Veteran,3.0,1022.18,340.73,426.23,2024-01-11 10:00:00,2024-03-04 07:00:00,2.0,656.38,VIP
412,Customer 412,customer412@email.com,Medan,2024-02-16,512,Veteran,2.0,346.49,173.24,271.68,2024-04-05 22:00:00,2024-07-08 17:00:00,0.0,231.22,Medium Value
413,Customer 413,customer413@email.com,Medan,2024-02-17,511,Veteran,2.0,613.31,306.65,331.8,2024-01-31 22:00:00,2024-06-01 15:00:00,0.0,404.65,High Value
414,Customer 414,customer414@email.com,Bandung,2024-02-18,510,Veteran,7.0,1398.79,199.83,435.31,2024-01-02 01:00:00,2024-07-25 14:00:00,1.0,880.26,VIP
415,Customer 415,customer415@email.com,Medan,2024-02-19,509,Veteran,3.0,1116.44,372.15,486.96,2024-01-15 20:00:00,2024-02-09 01:00:00,2.0,716.08,VIP
416,Customer 416,customer416@email.com,Bandung,2024-02-20,508,Veteran,5.0,1731.18,346.24,448.11,2024-01-13 13:00:00,2024-07-17 08:00:00,2.0,1088.33,VIP
417,Customer 417,customer417@email.com,Yogyakarta,2024-02-21,507,Veteran,4.0,1023.47,255.87,423.98,2024-01-30 13:00:00,2024-07-20 22:00:00,1.0,651.67,VIP
418,Customer 418,customer418@email.com,Surabaya,2024-02-22,506,Veteran,5.0,1193.85,238.77,498.62,2024-01-31 12:00:00,2024-06-03 19:00:00,1.0,755.19,VIP
419,Customer 419,customer419@email.com,Bandung,2024-02-23,505,Veteran,7.0,1712.34,244.62,411.55,2024-01-07 02:00:00,2024-07-13 15:00:00,2.0,1072.87,VIP
420,Customer 420,customer420@email.com,Yogyakarta,2024-02-24,504,Veteran,9.0,1994.45,221.61,467.87,2024-01-17 08:00:00,2024-07-11 13:00:00,2.0,1245.83,VIP
421,Customer 421,customer421@email.com,Jakarta,2024-02-25,503,Veteran,2.0,663.93,331.96,474.24,2024-06-01 06:00:00,2024-07-13 03:00:00,1.0,437.55,High Value
422,Customer 422,customer422@email.com,Medan,2024-02-26,502,Veteran,7.0,1279.1,182.73,444.18,2024-01-17 09:00:00,2024-05-23 17:00:00,1.0,806.73,VIP
423,Customer 423,customer423@email.com,Jakarta,2024-02-27,501,Veteran,2.0,632.79,316.4,359.38,2024-05-22 01:00:00,2024-06-15 02:00:00,0.0,417.31,High Value
424,Customer 424,customer424@email.com,Bandung,2024-02-28,500,Veteran,5.0,1643.24,328.65,430.35,2024-03-10 17:00:00,2024-07-04 15:00:00,1.0,1033.81,VIP
425,Customer 425,customer425@email.com,Jakarta,2024-02-29,499,Veteran,5.0,796.92,159.38,337.96,2024-02-23 08:00:00,2024-06-14 07:00:00,0.0,509.09,High Value
426,Customer 426,customer426@email.com,Bandung,2024-03-01,498,Veteran,5.0,1201.58,240.32,400.26,2024-03-25 22:00:00,2024-06-28 06:00:00,1.0,759.98,VIP
427,Customer 427,customer427@email.com,Jakarta,2024-03-02,497,Veteran,6.0,1346.56,224.43,453.74,2024-01-30 08:00:00,2024-07-13 16:00:00,2.0,848.38,VIP
428,Customer 428,customer428@email.com,Surabaya,2024-03-03,496,Veteran,4.0,565.67,141.42,222.04,2024-01-04 07:00:00,2024-05-10 11:00:00,0.0,365.54,High Value
429,Customer 429,customer429@email.com,Yogyakarta,2024-03-04,495,Veteran,4.0,932.67,233.17,354.03,2024-03-10 13:00:00,2024-07-11 15:00:00,0.0,594.92,High Value
430,Customer 430,customer430@email.com,Bandung,2024-03-05,494,Veteran,3.0,1160.21,386.74,441.64,2024-04-08 02:00:00,2024-07-15 02:00:00,2.0,743.8,VIP
431,Customer 431,customer431@email.com,Bandung,2024-03-06,493,Veteran,4.0,1010.31,252.58,418.17,2024-03-07 09:00:00,2024-07-16 09:00:00,1.0,643.44,VIP
432,Customer 432,customer432@email.com,Surabaya,2024-03-07,492,Veteran,6.0,1125.63,187.6,492.32,2024-01-28 11:00:00,2024-07-04 18:00:00,1.0,712.14,VIP
433,Customer 433,customer433@email.com,Yogyakarta,2024-03-08,491,Veteran,0.0,0.0,0.0,0.0,,,0.0,0.0,
434,Customer 434,customer434@email.com,Surabaya,2024-03-09,490,Veteran,2.0,22.08,11.04,11.88,2024-06-22 16:00:00,2024-07-14 14:00:00,0.0,20.35,Low Value
435,Customer 435,customer435@email.com,Surabaya,2024-03-10,489,Veteran,10.0,1819.45,181.94,340.09,2024-01-27 18:00:00,2024-07-18 09:00:00,0.0,1139.86,VIP
436,Customer 436,customer436@email.com,Yogyakarta,2024-03-11,488,Veteran,7.0,1209.33,172.76,382.16,2024-01-01 01:00:00,2024-06-18 08:00:00,0.0,763.87,VIP
437,Customer 437,customer437@email.com,Jakarta,2024-03-12,487,Veteran,5.0,1179.61,235.92,451.37,2024-02-13 04:00:00,2024-06-29 02:00:00,1.0,746.36,VIP
438,Customer 438,customer438@email.com,Jakarta,2024-03-13,486,Veteran,4.0,1142.27,285.57,461.16,2024-01-19 11:00:00,2024-07-11 10:00:00,1.0,725.92,VIP
439,Customer 439,customer439@email.com,Bandung,2024-03-14,485,Veteran,2.0,638.96,319.48,423.43,2024-01-13 16:00:00,2024-05-07 08:00:00,1.0,421.32,High Value
440,Customer 440,customer440@email.com,Surabaya,2024-03-15,484,Veteran,5.0,1600.11,320.02,481.09,2024-03-27 02:00:00,2024-07-14 06:00:00,2.0,1007.07,VIP
441,Customer 441,customer441@email.com,Surabaya,2024-03-16,483,Veteran,6.0,1774.72,295.79,376.35,2024-02-08 18:00:00,2024-07-04 10:00:00,0.0,1112.41,VIP
442,Customer 442,customer442@email.com,Yogyakarta,2024-03-17,482,Veteran,6.0,1271.15,211.86,462.63,2024-01-12 06:00:00,2024-06-25 18:00:00,2.0,801.88,VIP
443,Customer 443,customer443@email.com,Bandung,2024-03-18,481,Veteran,6.0,1872.52,312.09,458.23,2024-02-23 15:00:00,2024-07-22 15:00:00,1.0,1172.72,VIP
444,Customer 444,customer444@email.com,Medan,2024-03-19,480,Veteran,2.0,627.56,313.78,435.71,2024-01-24 19:00:00,2024-07-13 12:00:00,1.0,413.91,High Value
445,Customer 445,customer445@email.com,Yogyakarta,2024-03-20,479,Veteran,7.0,1211.37,173.05,442.42,2024-02-02 20:00:00,2024-07-07 09:00:00,1.0,765.13,VIP
446,Customer 446,customer446@email.com,Jakarta,2024-03-21,478,Veteran,3.0,702.07,234.02,438.3,2024-02-13 22:00:00,2024-05-12 02:00:00,1.0,453.64,High Value
447,Customer 447,customer447@email.com,Surabaya,2024-03-22,477,Veteran,4.0,569.44,142.36,251.26,2024-01-27 09:00:00,2024-06-17 19:00:00,0.0,367.9,High Value
448,Customer 448,customer448@email.com,Surabaya,2024-03-23,476,Veteran,3.0,667.81,222.6,459.65,2024-03-02 08:00:00,2024-07-15 04:00:00,1.0,431.95,High Value
449,Customer 449,customer449@email.com,Surabaya,2024-03-24,475,Veteran,6.0,1367.18,227.86,399.6,2024-02-13 23:00:00,2024-07-04 09:00:00,0.0,861.09,VIP
450,Customer 450,customer450@email.com,Surabaya,2024-03-25,474,Veteran,8.0,1985.18,248.15,425.57,2024-02-11 10:00:00,2024-07-26 20:00:00,1.0,1239.92,VIP
451,Customer 451,customer451@email.com,Surabaya,2024-03-26,473,Veteran,3.0,867.91,289.3,460.74,2024-02-06 19:00:00,2024-07-27 05:00:00,1.0,558.68,High Value
452,Customer 452,customer452@email.com,Medan,2024-03-27,472,Veteran,2.0,722.49,361.24,393.9,2024-03-13 12:00:00,2024-05-05 07:00:00,0.0,475.62,High Value
453,Customer 453,customer453@email.com,Jakarta,2024-03-28,471,Veteran,6.0,824.34,137.39,304.76,2024-01-16 12:00:00,2024-07-07 17:00:00,0.0,526.34,High Value
454,Customer 454,customer454@email.com,Surabaya,2024-03-29,470,Veteran,6.0,1486.31,247.72,446.21,2024-04-01 21:00:00,2024-07-10 00:00:00,1.0,934.56,VIP
455,Customer 455,customer455@email.com,Medan,2024-03-30,469,Veteran,9.0,2108.42,234.27,422.84,2024-01-04 06:00:00,2024-07-02 23:00:00,1.0,1315.48,VIP
456,Customer 456,customer456@email.com,Jakarta,2024-03-31,468,Veteran,5.0,632.07,126.41,330.46,2024-01-05 13:00:00,2024-07-07 05:00:00,0.0,406.88,High Value
457,Customer 457,customer457@email.com,Bandung,2024-04-01,467,Veteran,4.0,1550.48,387.62,496.49,2024-02-01 07:00:00,2024-06-23 03:00:00,2.0,981.05,VIP
458,Customer 458,customer458@email.com,Bandung,2024-04-02,466,Veteran,2.0,120.18,60.09,80.07,2024-02-13 10:00:00,2024-03-11 18:00:00,0.0,84.12,Medium Value
